coding,text,round,recipient,sender.id,gameID,treatmentName
d?,rabbits or squirrel?,9,01HN8XSZKEX78BH6VY7VMT05VE,01HN8XRGG3736RP7CARCG7ZAZJ,01HN8VZPC1PRZ70JA5FV9TTJZK,experiment2-interactive
n,7 rabbits 1 squirrel,1,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,I see one squirrel and one rabbit,1,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
nc,I’ve spotted 1 rabbit!,1,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,2,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",2,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,I’ve seen 1 rabbit.,2,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,2,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,3,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrels,3,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",3,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,3,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",4,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,4,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,4,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,4,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,5,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,5,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",5,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,5,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,6,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",6,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,6,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,6,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,7,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,7,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",7,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,7,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,8,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",8,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,8,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,8,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,7 rabbits 1 squirrel,9,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,"2 squirrels, 6 rabbits",9,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8XNVB0GDQDD1WS97DZY17Z,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 squirrel 1 rabbit,9,01HN8XR71EGGVYW45GG5HV6XA0,01HN8XQJMT4J5XFSEMDAFP96H7,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
n,1 rabbit,9,01HN8XRRH48Q2W071BVNTSS4ZS,01HN8XR71EGGVYW45GG5HV6XA0,01HN8VZQ6BTFAY4K0PG6EYJ5MY,experiment2-interactive
,n/a,1,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,I see 5 rabbits and 3 squirrels,1,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,1,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,I see 5 rabbits and 3 squirrels,2,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,2,01HN8XHC8T961R49DCNT6MEXC7,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",2,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,2,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,3,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits and 3 squirrels,3,01HN8XHC8T961R49DCNT6MEXC7,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbis 2 squirels,3,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",3,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",4,01HN8XHC8T961R49DCNT6MEXC7,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,4,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,3 squirrels and 5 rabbits,4,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,4,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,5,01HN8XHC8T961R49DCNT6MEXC7,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",5,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"3 squirrels, 5 rabbits",5,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,5,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",6,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,3 squirrels 5 rabbits,6,01HN8XHC8T961R49DCNT6MEXC7,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,6,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,6,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",7,01HN8XHC8T961R49DCNT6MEXC7,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,7,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,3 squirrels 5 rabbits,7,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n?,How many do you see?,7,01HN8XHC8T961R49DCNT6MEXC7,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,7,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,8,01HN8XHC8T961R49DCNT6MEXC7,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",8,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,3 quirrels 5 rabbits,8,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,8,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5,8,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,"8 critters, 6 rabbits, 2 squirrels",9,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,hi,9,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,3 squirrels 5 rabbits,9,01HN8XHC8T961R49DCNT6MEXC7,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n?,How manny do you see?,9,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8XQEV5N3AQBX2PVC5GG0ZM,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,5 rabbits 2 squirrels,9,01HN8XPWWPDF7PCW5XJ05WRMK2,01HN8XHC8T961R49DCNT6MEXC7,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
m,as above,9,01HN8XHC8T961R49DCNT6MEXC7,01HN8XT8WQZQ0E2KEW4NB9WF2G,01HN8VZR1KW8WHKZE42GF30C7J,experiment2-interactive
n,three rabbits,1,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,I can see 2 rabbits and 3 squirrels,1,01HN8XH5WGK381CD53A3WDB6X3,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,2,01HN8XH5WGK381CD53A3WDB6X3,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,2,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,I see 3 squirrels and 4 rabbits,2,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits and 3 squirrels,2,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,3,01HN8XH5WGK381CD53A3WDB6X3,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,3,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,3 squirrels 4 rabbits,3,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,3,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,4,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,4 rabbits 3 squirrels,4,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,4,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,3 squirrels 2 rabbits,4,01HN8XH5WGK381CD53A3WDB6X3,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,5,01HN8XH5WGK381CD53A3WDB6X3,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,5,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,5,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,3 squirrels 4 rabbits,5,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,6,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,6,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,4 rabbits 3 squirrels,6,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,6,01HN8XH5WGK381CD53A3WDB6X3,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,7,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,7,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,7,01HN8XH5WGK381CD53A3WDB6X3,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,4 rabbits 3 squirrels,7,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,8,01HN8XH5WGK381CD53A3WDB6X3,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,8,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,8,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,4 rabbits 3 squirrels,8,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,1 squirrel,9,01HN8XH5WGK381CD53A3WDB6X3,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,2 rabbits 3 squirrels,9,01HN8XTGNNDA0EGACZV4ZKZC5H,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,4 rabbits 3 squirrels,9,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8XH5WGK381CD53A3WDB6X3,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,three rabbits,9,01HN8XNJ5ZZ7YT7XVC2B0NV5M5,01HN8XN1SSK8HPDZGMCGFMTAQA,01HN8VZRTX5212RJA50FQ805J8,experiment2-interactive
n,3 rabbit 2 squirrel,1,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,i see 1 rabbit and 1 squirrel,1,01HN8XN134VVG4AZJCY82WDJRT,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,*3 rabbit 3 squirrel,1,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,I see 5 sqs squirrels and 2 rabbits,1,01HN8XT43F6HDDT17DV03VF6AM,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,nothing to see here,1,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,2,01HN8XN134VVG4AZJCY82WDJRT,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,i see 1 squirrel and 1 rabbit,2,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,none,2,01HN8XT43F6HDDT17DV03VF6AM,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,5 sqirrel 2 rabbit,2,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,3,01HN8XT43F6HDDT17DV03VF6AM,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,i see 1 squirrel and 1 rabbit,3,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,none,3,01HN8XN134VVG4AZJCY82WDJRT,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,5 squirrel 2 rabbits,3,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,0,4,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,4,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,1 squirrel and 1 rabbit,4,01HN8XN134VVG4AZJCY82WDJRT,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,5 squirrel 2 rabbits,4,01HN8XT43F6HDDT17DV03VF6AM,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,0,5,01HN8XT43F6HDDT17DV03VF6AM,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,5,01HN8XN134VVG4AZJCY82WDJRT,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,1 squirrel and 1 rabbit,5,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,5 squirrel 2 rabbit,5,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,0,6,01HN8XN134VVG4AZJCY82WDJRT,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,6,01HN8XT43F6HDDT17DV03VF6AM,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,5 squirrel 2 rabbit,6,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,1 rabbit and 1 squirrel,6,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,i see 1 squirrel and 1 rabbit,7,01HN8XN134VVG4AZJCY82WDJRT,01HN8XT43F6HDDT17DV03VF6AM,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,0,7,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,3 rabbit 3 squirrel,7,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8XRMNR3CYZCZH7W42VKWJY,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,i see 5 squirrel and 2 rabbit,7,01HN8XT43F6HDDT17DV03VF6AM,01HN8XN134VVG4AZJCY82WDJRT,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
n,0,8,01HN8XT43F6HDDT17DV03VF6AM,01HN8XT96T0J1NAQ0A1E9DPW2C,01HN8VZSQM779PMMFY05BYQY9B,experiment2-interactive
