"","...1","text","time","round","recipient","sender.id","sender.name","groupID","treatmentName"
"2343",2557,"1 rabit 2 squrriels",1713490501411,4,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2344",2558,"Same as before.  2 bunnies, 3 squirrels",1713490500840,4,"01HVSZEWY107SE1NG4N74GH78V","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2345",2559,"I see 3 squirrels",1713490564888,5,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2346",2560,"1 rabit 2 squrrels",1713490564330,5,"01HVSZD9H6BY9VABK23SHN1714","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2347",2561,"same thing. 6 squirrels 3 rabbits",1713490568004,5,"01HVSZEWY107SE1NG4N74GH78V","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2348",2562,"Exactly the same as before:  2 rabbits, 3 squirrels",1713490566816,5,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2349",2563,"Has anyone seen a change in their image?",1713490573931,5,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2350",2564,"nope",1713490579796,5,"01HVSZEWY107SE1NG4N74GH78V","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2351",2565,"its the same",1713490581861,5,"01HVSZEWY107SE1NG4N74GH78V","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2352",2566,"1 rabit 2 squrrels",1713490611802,6,"01HVSZEWY107SE1NG4N74GH78V","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2353",2567,"same thing 6 squirels 3 rabbits",1713490617645,6,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2354",2568,"I see 3 squirrels again.",1713490620915,6,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2355",2569,"I think it's always the same thing",1713490625758,6,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2356",2570,"same as always, 2 rabbits 3 squirrels",1713490624456,6,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2357",2571,"or it's broken",1713490633382,6,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2358",2572,"1 rabit 2 squrrels",1713490634308,6,"01HVSZEWY107SE1NG4N74GH78V","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2359",2573,"1 rabit 2 squrrels",1713490663992,7,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2360",2574,"same thing again",1713490666374,7,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2361",2575,"I see 3 squirrels",1713490669724,7,"01HVSZD9H6BY9VABK23SHN1714","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2362",2576,"6 squirrels 3 rabbits",1713490672150,7,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2363",2577,"Maybe we need to add up all of the sightings we see.  I see 2 rabbits and 3 squirrels.",1713490680788,7,"01HVSZEWY107SE1NG4N74GH78V","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2364",2578,"1 rabit 2 squrrels",1713490715153,8,"01HVSZD9H6BY9VABK23SHN1714","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2365",2579,"6 squirrels 3 rabbits again!",1713490725541,8,"01HVSZEWY107SE1NG4N74GH78V","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2366",2580,"I see 3 squirrels",1713490728617,8,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2367",2581,"1 rabit 2 squrrels",1713490794611,9,"01HVSZEWY107SE1NG4N74GH78V","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2368",2582,"I see 3 squirrels again",1713490801552,9,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2369",2583,"same thing 6 s 3 r",1713490801990,9,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2370",2584,"yep",1713490806550,9,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2371",2585,"Same as usual, 3 squirrels, 2 rabbits",1713490804961,9,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2372",2586,"So let's add them all up",1713490813371,9,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2373",2587,"30s 20r?",1713490822044,9,"01HVSZEWY107SE1NG4N74GH78V","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2374",2588,"1 rabit 2 squrrels",1713490859135,10,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2375",2589,"I see 3 squirrels",1713490863022,10,"01HVSZD9H6BY9VABK23SHN1714","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2376",2590,"6s 3r same as always",1713490864558,10,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2377",2591,"3 squirrels, 2 rabbits just as always",1713490865329,10,"01HVSZEWY107SE1NG4N74GH78V","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2378",2592,"I think the ratio is 20 rabbits, 30 squirrels",1713490891732,10,"01HVSZD9H6BY9VABK23SHN1714","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2379",2593,"1 rabit 2 squrrels",1713490937713,11,"01HVSZD9H6BY9VABK23SHN1714","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2380",2594,"I see 3 squirrels",1713490943847,11,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2381",2595,"3 rabbits 6 squirrels",1713490945430,11,"01HVSZEWY107SE1NG4N74GH78V","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2382",2596,"3 squirrels,2 rabbits",1713490947347,11,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2383",2597,"1 rabit 2 squrrels",1713490998965,12,"01HVSZEWY107SE1NG4N74GH78V","01HVSZDPCJ5A9QHHEKWZK3AQ04","player 3","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2384",2598,"6 squirrels 3 rabbits",1713491003438,12,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2385",2599,"3 squirrels, 2 rabbits. Nothing is changing ...",1713491004177,12,"01HVSZDPCJ5A9QHHEKWZK3AQ04","01HVSZD9H6BY9VABK23SHN1714","player 2","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2386",2600,"I see 3 squirrels again",1713491008711,12,"01HVSZCTFTRAF72VW1PYJKH4JA","01HVSZEWY107SE1NG4N74GH78V","player 4","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2387",2601,"sounds about right",1713491023625,12,"01HVSZD9H6BY9VABK23SHN1714","01HVSZCTFTRAF72VW1PYJKH4JA","player 1","01HVSY7B000A53PCZ5G4HEWTN9","rerun-interactive-0.3"
"2388",2602,"2 squirrels",1713490002850,1,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2389",2603,"i see three squirrels and 2 rabbits",1713490005287,1,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2390",2604,"7 squirrels and 3 rabbits",1713490006529,1,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2391",2605,"i see 2 squirrels and 1 rabbits",1713490065993,2,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2392",2606,"i see 2 rabbits, 3 squirrels",1713490063480,2,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2393",2607,"7 squirrels and 3 rabbits",1713490061187,2,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2394",2608,"2 squirrels",1713490066517,2,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2395",2609,"1 rabbit",1713490081864,2,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2396",2610,"2 rabbits, 3 squirrels",1713490127523,3,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2397",2611,"2 squirrels",1713490128684,3,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2398",2612,"3 rabbits and 7 squirrels",1713490132941,3,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2399",2613,"2 rabbits, 3 squirrels",1713490189267,4,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2400",2614,"3 rabbits and 7 squirrels",1713490188337,4,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2401",2615,"2 squirrels",1713490192169,4,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2402",2616,"2 squirrels",1713490246499,5,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2403",2617,"1 rabbit, 2 squirrels",1713490256720,5,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2404",2618,"2 rabbits, 3 squirrels",1713490260125,5,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2405",2619,"3 rabbits and 7 squirrels",1713490263183,5,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2406",2620,"2 squirrels",1713490307417,6,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2407",2621,"1 rabbit, 2 squirrels",1713490312161,6,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2408",2622,"3 rabbits and 4 squirrels",1713490311396,6,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2409",2623,"3 squirrels, 2 rabbits",1713490326040,6,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2410",2624,"no 1 rabbit, 2 squirrels",1713490335078,6,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2411",2625,"2 squirrels",1713490373634,7,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2412",2626,"2 rabbits, 3 squirrels",1713490379654,7,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2413",2627,"1 rabbit, 2 squirrels",1713490382616,7,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2414",2628,"2 squirrels",1713490377875,7,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2415",2629,"3 rabbits",1713490436203,8,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2416",2630,"2 rabbits, 3 squirrels",1713490439792,8,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2417",2631,"1 rabbit, 2 squirrels",1713490445322,8,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2418",2632,"2 squirrels",1713490441389,8,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2419",2633,"2 rabbits, 3 squirrels",1713490501630,9,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2420",2634,"7 squirrels",1713490499949,9,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2421",2635,"2 squirrels",1713490504366,9,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2422",2636,"1 rabbit, 2 squirrels",1713490510168,9,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2423",2637,"1 rabbit, 2 squirrels",1713490563648,10,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2424",2638,"2 squirrels",1713490563086,10,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2425",2639,"2 rabbits, 3 squirrels",1713490565565,10,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2426",2640,"7 squirrels and 3 rabbits",1713490565273,10,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2427",2641,"1 rabbit, 2 squirrels",1713490591251,10,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2428",2642,"2 squirrels",1713490632983,11,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2429",2643,"2 rabbits, 3 squirrels",1713490634874,11,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2430",2644,"3 rabbits and 7 squirrels",1713490634220,11,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2431",2645,"1 rabbit, 2 squirrels",1713490645944,11,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2432",2646,"2 rabbits, 3 squirrels",1713490695921,12,"01HVSZ59EJ584DPZ6HZG5SJXC6","01HVSZ4GDXP5TD131DF0AKR9SC","player 3","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2433",2647,"1 rabbit, 2 squirrels",1713490700389,12,"01HVSZ3VNC7683ZAP67AD7G0V2","01HVSZ255396PE1WQ4ENQ9Z62S","player 1","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2434",2648,"2 squirrels",1713490701124,12,"01HVSZ4GDXP5TD131DF0AKR9SC","01HVSZ3VNC7683ZAP67AD7G0V2","player 2","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2435",2649,"7 squirrels and 3 rabbits",1713490700404,12,"01HVSZ255396PE1WQ4ENQ9Z62S","01HVSZ59EJ584DPZ6HZG5SJXC6","player 4","01HVSY7C7S3NFDTYB7DT9NT6VA","rerun-interactive-0.3"
"2436",2650,"hi, what do you see?",1713490174706,1,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2437",2651,"I see 3 squirrels 1 rabbit",1713490185192,1,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2438",2652,"I see 4 squirrels and 3 rabbits",1713490188089,1,"01HVSZCV8WC6B1SG0BZVWVJRW8","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2439",2653,"actually 4 squrrels",1713490191212,1,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2440",2654,"1 rabbit",1713490194040,1,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2441",2655,"hi, what do you see?",1713490239312,2,"01HVSZCTN1NY55YZ8QX8AZ3D87","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2442",2656,"I see 4 squrrels 1 rabbit",1713490240749,2,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2443",2657,"I see 4 squirrels and 3 rabbits",1713490254785,2,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2444",2658,"hbu",1713490254901,2,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2445",2659,"hi, what do you see?",1713490300856,3,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2446",2660,"I see 4 squrrels 1 rabbit hbu",1713490307672,3,"01HVSZCV8WC6B1SG0BZVWVJRW8","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2447",2661,"how many do you see",1713490308535,3,"01HVSZCTN1NY55YZ8QX8AZ3D87","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2448",2662,"4 squirrels and 2 rabbits",1713490320158,3,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2449",2663,"I see 4 squrrels 1 rabbit",1713490360940,4,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2450",2664,"hi, what do you see?",1713490361962,4,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2451",2665,"I see 4 squirrels and 3 rabbits",1713490372564,4,"01HVSZCV8WC6B1SG0BZVWVJRW8","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2452",2666,"u?",1713490374315,4,"01HVSZCV8WC6B1SG0BZVWVJRW8","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2453",2667,"4 squirrels and 2 rabbits",1713490379498,4,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2454",2668,"hi, what do you see?",1713490410019,5,"01HVSZCTN1NY55YZ8QX8AZ3D87","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2455",2669,"hello what do you see",1713490414297,5,"01HVSZ73NF0M7T63D3KMBHZKMH","01HVSZ78N1XW9NTZENE9YM4D2K","player 2","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2456",2670,"I see 4 squirrels 1 rabbit",1713490414915,5,"01HVSZ78N1XW9NTZENE9YM4D2K","01HVSZCTN1NY55YZ8QX8AZ3D87","player 3","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
"2457",2671,"I see 4 squirrels and 2 rabbits",1713490415499,5,"01HVSZCTN1NY55YZ8QX8AZ3D87","01HVSZCV8WC6B1SG0BZVWVJRW8","player 4","01HVSY7C84AJF2JJCV26EYX3F5","rerun-interactive-0.3"
